1,875,5.0
1,773,4.93969030380249
1,303,4.601518154144287
1,755,4.543103218078613
1,150,4.457901954650879
2,224,5.0
2,303,4.662285041809082
2,486,4.576647472381592
2,571,4.564149570465088
2,842,4.497854232788086
3,37,4.8077073097229
3,773,4.788607788085938
3,835,4.4475812911987305
3,514,4.273242664337158
3,474,4.212392807006836
4,519,5.2
4,618,5.2
4,266,5.2
4,556,5.2
4,274,5.2
5,152,5.2
5,307,5.0
5,932,4.680874538421631
5,718,4.660961627960205
5,60,4.64859790802002
6,502,5.2
6,226,5.0
6,366,5.0
6,330,4.900038433074951
6,150,4.855319213867188
7,157,4.281843852996826
7,942,4.091285181045532
7,418,4.020185947418213
7,721,4.016392230987549
7,39,3.9198405742645264
8,376,5.0
8,89,5.0
8,773,4.788490962982178
8,266,4.774564266204834
8,556,4.634209156036377
9,20,4.742857170104981
9,226,4.70150899887085
9,664,4.67597770690918
9,224,4.553070068359375
9,531,4.477612018585205
10,656,5.2
10,984,5.0
10,671,5.0
10,224,4.841819763183594
10,20,4.7971601486206055
11,376,4.778204917907715
11,773,4.720700931549072
11,531,4.564516067504883
11,226,4.564516067504883
11,474,4.55314826965332
12,676,5.2
12,524,5.2
12,85,5.2
12,376,5.2
12,671,5.2
13,224,5.0
13,773,4.814164829254151
13,474,4.708889007568359
13,613,4.594935607910156
13,20,4.5881853103637695
14,676,5.0
14,484,5.0
14,43,5.0
14,959,5.0
14,288,4.7529778480529785
15,577,5.2
15,706,5.2
15,820,5.2
15,93,5.2
15,608,5.0
16,773,5.2
16,623,5.2
16,961,5.0
16,355,5.0
16,644,5.0
17,506,5.2
17,589,4.766037654876709
17,869,4.719999980926514
17,150,4.6912281036376955
17,187,4.510803890228272
18,984,4.864335727691651
18,224,4.7975172996521
18,773,4.748603820800781
18,842,4.676265716552734
18,486,4.6032859802246096
19,419,5.2
19,88,5.0
19,633,5.0
19,764,4.810087871551514
19,226,4.729013442993164
20,266,4.7268821716308596
20,89,4.601464462280274
20,439,4.551153373718262
20,514,4.509158611297607
20,613,4.503030776977539
21,548,5.2
21,226,5.0
21,20,4.726315689086914
21,376,4.618511390686035
21,763,4.498525142669678
22,796,5.2
22,626,5.0
22,830,5.0
22,551,4.867300701141358
22,571,4.790078353881836
23,448,5.2
23,676,5.2
23,36,5.2
23,107,5.2
23,493,5.2
24,101,5.2
24,266,5.0879823684692385
24,224,5.0
24,366,5.0
24,89,4.731199932098389
25,144,5.2
25,656,5.0
25,20,4.72830171585083
25,474,4.671515941619873
25,773,4.625637054443359
26,615,5.2
26,185,5.0
26,531,4.734915256500244
26,226,4.734915256500244
26,474,4.724056720733643
27,656,5.2
27,984,5.0
27,37,4.671143531799316
27,436,4.643539905548096
27,376,4.599731922149658
28,89,5.0
28,809,4.572440814971924
28,776,4.570219039916992
28,514,4.296400737762451
28,773,4.167232942581177
29,571,4.660856437683106
29,145,4.655357074737549
29,664,4.633293151855469
29,773,4.615257263183594
29,486,4.61339921951294
30,85,5.0
30,773,4.939306926727295
30,344,4.714951515197754
30,38,4.696883201599121
30,89,4.656715393066406
31,57,5.2
31,121,5.2
31,718,5.0
31,796,4.903075408935547
31,879,4.867282581329346
32,618,5.2
32,697,5.2
32,222,5.2
32,366,4.7857346534729
32,750,4.772809982299805
33,571,5.2
33,773,5.0
33,366,5.0
33,721,4.9735438346862795
33,496,4.959057998657227
34,144,5.2
34,656,5.0
34,827,4.726315689086914
34,773,4.684101104736328
34,89,4.610875797271729
35,735,5.2
35,697,4.938175392150879
35,912,4.908426952362061
35,150,4.773090076446533
35,827,4.6884791374206545
36,92,5.2
36,511,5.2
36,69,5.0
36,436,4.855145645141602
36,449,4.799686908721924
37,735,5.2
37,671,5.2
37,571,5.069272232055664
37,474,5.0
37,502,4.983977508544922
38,519,5.2
38,113,5.2
38,145,5.2
38,502,5.2
38,486,5.053892803192139
39,524,5.2
39,502,5.2
39,697,5.2
39,562,5.003384780883789
39,256,5.0
40,842,4.686129570007324
40,224,4.684882640838623
40,531,4.606079578399658
40,266,4.548531532287598
40,718,4.5428571701049805
41,266,4.714037132263184
41,486,4.586638164520264
41,224,4.571990489959717
41,664,4.5594377517700195
41,773,4.538496971130371
42,85,4.97253532409668
42,89,4.966019344329834
42,773,4.781358242034912
42,571,4.652345371246338
42,38,4.5295867919921875
43,85,5.2
43,671,5.2
43,531,5.0
43,486,4.820353698730469
43,226,4.661206245422363
44,464,5.2
44,733,5.2
44,764,5.048615169525147
44,835,5.0
44,587,5.0
45,436,5.2
45,176,5.0
45,618,4.794436645507813
45,561,4.756663036346436
45,486,4.742500495910645
46,37,5.00020809173584
46,2,5.0
46,664,5.0
46,764,4.915861320495606
46,562,4.884064388275147
47,323,5.2
47,524,5.2
47,748,5.2
47,85,5.2
47,439,5.2
48,384,5.2
48,202,5.2
48,387,5.0
48,548,5.0
48,498,5.0
49,89,5.105441284179688
49,224,5.0
49,366,5.0
49,377,5.0
49,773,4.731585502624512
50,288,5.2
50,70,5.2
50,267,5.2
50,270,5.2
50,827,5.2
